ORDERDATE,SHIPDATE,ORDERNUMBER,ORDERLINENUMBER,PRODUCTCODE,PRODUCTLINE,MSRP,CUSTOMERID,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,QUANTITYORDERED,PRICEEACH,SALES,STATUS
2022-01-23,2022-01-27,10371,3,S700_2824,Classic Cars,101,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,34,100,4301.34,Shipped
2022-01-26,2022-01-30,10214,7,S18_1749,Vintage Cars,170,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,30,100,5967,Shipped
2022-01-26,2022-01-30,10214,6,S18_2248,Vintage Cars,60,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,21,62.96,1322.16,Shipped
2022-01-26,2022-01-30,10214,4,S18_2325,Vintage Cars,127,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,27,100,3604.23,Shipped
2022-01-26,2022-01-30,10214,1,S18_2795,Vintage Cars,168,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,50,100,9535,Shipped
2022-01-26,2022-01-30,10214,3,S24_1937,Vintage Cars,33,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,20,34.19,683.8,Shipped
2022-01-26,2022-01-30,10214,2,S24_2022,Vintage Cars,44,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,49,47.94,2349.06,Shipped
2022-01-26,2022-01-30,10214,5,S24_3969,Vintage Cars,41,1006748,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Michael,44,34.88,1534.72,Shipped
2022-01-26,2022-01-30,10372,4,S12_3148,Classic Cars,151,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,40,100,5862,Shipped
2022-01-26,2022-01-30,10372,1,S12_3891,Classic Cars,173,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,34,100,5941.5,Shipped
2022-01-26,2022-01-30,10372,3,S18_3140,Vintage Cars,136,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,28,100,3862.88,Shipped
2022-01-26,2022-01-30,10372,5,S18_3259,Trains,100,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,25,84.71,2117.75,Shipped
2022-01-26,2022-01-30,10372,6,S18_4027,Classic Cars,143,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,48,100,7032,Shipped
2022-01-26,2022-01-30,10372,7,S18_4522,Vintage Cars,87,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,41,86.89,3562.49,Shipped
2022-01-26,2022-01-30,10372,8,S24_2011,Ships,122,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,37,100,3910.53,Shipped
2022-01-26,2022-01-30,10372,9,S50_1514,Trains,58,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,24,58.58,1405.92,Shipped
2022-01-26,2022-01-30,10372,2,S700_1938,Ships,86,1006758,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Michael,44,100,4496.8,Shipped
2022-01-29,2022-02-02,10103,11,S10_1949,Classic Cars,214,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,26,100,5404.62,Shipped
2022-01-29,2022-02-02,10103,4,S10_4962,Classic Cars,147,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,42,100,5398.26,Shipped
2022-01-29,2022-02-02,10103,8,S12_1666,Trucks and Buses,136,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,27,100,3394.98,Shipped
2022-01-29,2022-02-02,10103,10,S18_1097,Trucks and Buses,116,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,35,100,3920,Shipped
2022-01-29,2022-02-02,10103,2,S18_2432,Trucks and Buses,60,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,22,54.09,1189.98,Shipped
2022-01-29,2022-02-02,10103,12,S18_2949,Vintage Cars,101,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,27,83.07,2242.89,Shipped
2022-01-29,2022-02-02,10103,14,S18_2957,Vintage Cars,62,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,35,57.46,2011.1,Shipped
2022-01-29,2022-02-02,10103,13,S18_3136,Vintage Cars,104,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,25,100,2539.5,Shipped
2022-01-29,2022-02-02,10103,16,S18_3320,Vintage Cars,99,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,46,100,4791.82,Shipped
2022-01-29,2022-02-02,10103,5,S18_4600,Trucks and Buses,121,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,36,100,4228.2,Shipped
2022-01-29,2022-02-02,10103,9,S18_4668,Vintage Cars,50,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,41,47.29,1938.89,Shipped
2022-01-29,2022-02-02,10103,1,S24_2300,Trucks and Buses,127,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,36,100,3680.28,Shipped
2022-01-29,2022-02-02,10103,15,S24_4258,Vintage Cars,97,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,25,100,2873,Shipped
2022-01-29,2022-02-02,10103,3,S32_1268,Trucks and Buses,96,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,31,100,3224.31,Shipped
2022-01-29,2022-02-02,10103,7,S32_3522,Trucks and Buses,64,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,45,75.63,3403.35,Shipped
2022-01-29,2022-02-02,10103,6,S700_2824,Classic Cars,101,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,42,100,4460.82,Shipped
2022-01-29,2022-02-02,10215,3,S10_1949,Classic Cars,214,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,35,100,6075.3,Shipped
2022-01-29,2022-02-02,10215,2,S18_1097,Trucks and Buses,116,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,46,100,5152,Shipped
2022-01-29,2022-02-02,10215,10,S18_1342,Vintage Cars,102,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,27,89.38,2413.26,Shipped
2022-01-29,2022-02-02,10215,9,S18_1367,Vintage Cars,53,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,33,43.13,1423.29,Shipped
2022-01-29,2022-02-02,10215,4,S18_2949,Vintage Cars,101,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,49,100,5510.05,Shipped
2022-01-29,2022-02-02,10215,6,S18_2957,Vintage Cars,62,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,31,58.71,1820.01,Shipped
2022-01-29,2022-02-02,10215,5,S18_3136,Vintage Cars,104,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,49,100,5285.14,Shipped
2022-01-29,2022-02-02,10215,8,S18_3320,Vintage Cars,99,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,41,100,4555.92,Shipped
2022-01-29,2022-02-02,10215,1,S18_4668,Vintage Cars,50,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,46,45.28,2082.88,Shipped
2022-01-29,2022-02-02,10215,7,S24_4258,Vintage Cars,97,1006755,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Michael,39,90.57,3532.23,Shipped
2022-01-31,2022-02-04,10104,1,S12_3148,Classic Cars,151,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,34,100,5958.5,Shipped
2022-01-31,2022-02-04,10104,9,S12_4473,Trucks and Buses,118,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,41,100,4615.78,Shipped
2022-01-31,2022-02-04,10104,8,S18_2238,Classic Cars,163,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,24,100,3457.92,Shipped
2022-01-31,2022-02-04,10104,12,S18_2319,Trucks and Buses,122,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,29,100,3772.61,Shipped
2022-01-31,2022-02-04,10104,13,S18_3232,Classic Cars,169,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,23,100,4556.99,Shipped
2022-01-31,2022-02-04,10104,3,S18_4027,Classic Cars,143,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,38,100,5348.5,Shipped
2022-01-31,2022-02-04,10104,6,S24_1444,Classic Cars,57,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,35,55.49,1942.15,Shipped
2022-01-31,2022-02-04,10104,10,S24_2840,Classic Cars,35,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,44,39.6,1742.4,Shipped
2022-01-31,2022-02-04,10104,5,S24_4048,Classic Cars,118,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,26,100,2921.62,Shipped
2022-01-31,2022-02-04,10104,11,S32_2509,Trucks and Buses,54,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,35,47.62,1666.7,Shipped
2022-01-31,2022-02-04,10104,4,S32_3207,Trains,62,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,49,65.87,3227.63,Shipped
2022-01-31,2022-02-04,10104,7,S50_1392,Trucks and Buses,115,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,33,100,3705.24,Shipped
2022-01-31,2022-02-04,10104,2,S50_1514,Trains,58,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,32,53.31,1705.92,Shipped
2022-01-31,2022-02-04,10373,3,S10_4757,Classic Cars,136,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,39,100,4046.25,Shipped
2022-01-31,2022-02-04,10373,4,S18_1662,Planes,157,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,28,57.55,1611.4,Shipped
2022-01-31,2022-02-04,10373,5,S18_3029,Ships,86,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,22,86.74,1908.28,Shipped
2022-01-31,2022-02-04,10373,6,S18_3856,Vintage Cars,105,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,50,60.49,3024.5,Shipped
2022-01-31,2022-02-04,10373,7,S24_2841,Planes,68,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,38,70.44,2676.72,Shipped
2022-01-31,2022-02-04,10373,12,S24_3151,Vintage Cars,88,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,33,57.32,1891.56,Shipped
2022-01-31,2022-02-04,10373,11,S24_3420,Vintage Cars,65,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,46,66,3036,Shipped
2022-01-31,2022-02-04,10373,10,S24_3816,Vintage Cars,83,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,23,100,2394.3,Shipped
2022-01-31,2022-02-04,10373,13,S24_3949,Planes,68,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,39,73,2847,Shipped
2022-01-31,2022-02-04,10373,14,S700_1138,Ships,66,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,44,100,4627.92,Shipped
2022-01-31,2022-02-04,10373,15,S700_2047,Ships,90,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,32,84.41,2701.12,Shipped
2022-01-31,2022-02-04,10373,16,S700_2610,Ships,72,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,41,70.33,2883.53,Shipped
2022-01-31,2022-02-04,10373,2,S700_3505,Ships,100,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,34,96.34,3275.56,Shipped
2022-01-31,2022-02-04,10373,8,S700_3962,Ships,99,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,37,100,4025.6,Shipped
2022-01-31,2022-02-04,10373,17,S700_4002,Planes,74,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,45,55.62,2502.9,Shipped
2022-01-31,2022-02-04,10373,9,S72_1253,Planes,49,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,25,64.97,1624.25,Shipped
2022-01-31,2022-02-04,10373,1,S72_3212,Ships,54,1006783,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Tony,29,100,3978.51,Shipped
2022-02-02,2022-02-06,10216,1,S12_1666,Trucks and Buses,136,1006761,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Michael,43,100,5759.42,Shipped
2022-02-02,2022-02-06,10374,5,S10_2016,Motorcycles,118,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,39,100,5288.01,Shipped
2022-02-02,2022-02-06,10374,1,S10_4698,Motorcycles,193,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,22,100,3834.38,Shipped
2022-02-02,2022-02-06,10374,2,S18_2581,Planes,84,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,42,69.27,2909.34,Shipped
2022-02-02,2022-02-06,10374,4,S18_2625,Motorcycles,60,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,22,53.3,1172.6,Shipped
2022-02-02,2022-02-06,10374,6,S24_1578,Motorcycles,112,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,38,100,4197.1,Shipped
2022-02-02,2022-02-06,10374,3,S24_1785,Planes,109,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,46,94.1,4328.6,Shipped
2022-02-03,2022-02-07,10375,12,S10_1678,Motorcycles,95,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,21,34.91,733.11,Shipped
2022-02-03,2022-02-07,10375,7,S12_1099,Classic Cars,194,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,45,76,3420,Shipped
2022-02-03,2022-02-07,10375,13,S12_2823,Motorcycles,150,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,49,78.92,3867.08,Shipped
2022-02-03,2022-02-07,10375,9,S24_2000,Motorcycles,76,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,23,100,2443.29,Shipped
2022-02-03,2022-02-07,10375,14,S24_2360,Motorcycles,69,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,20,100,2046,Shipped
2022-02-03,2022-02-07,10375,2,S24_4278,Planes,72,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,43,100,10040,Shipped
2022-02-03,2022-02-07,10375,3,S32_1374,Motorcycles,99,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,37,100,6353.27,Shipped
2022-02-03,2022-02-07,10375,4,S32_4289,Vintage Cars,68,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,44,82.26,3619.44,Shipped
2022-02-03,2022-02-07,10375,15,S32_4485,Motorcycles,102,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,41,100,4701.88,Shipped
2022-02-03,2022-02-07,10375,5,S50_1341,Vintage Cars,43,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,49,65.8,3224.2,Shipped
2022-02-03,2022-02-07,10375,8,S50_4713,Motorcycles,81,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,49,100,5406.66,Shipped
2022-02-03,2022-02-07,10375,6,S700_1691,Planes,91,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,37,81.87,3029.19,Shipped
2022-02-03,2022-02-07,10375,1,S700_2466,Planes,99,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,33,100,3856.71,Shipped
2022-02-03,2022-02-07,10375,10,S700_2834,Planes,118,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,25,66.73,1668.25,Shipped
2022-02-03,2022-02-07,10375,11,S700_3167,Planes,80,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,44,100,5208.72,Shipped
2022-02-04,2022-02-08,10217,4,S10_4962,Classic Cars,147,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,48,100,7020,Shipped
2022-02-04,2022-02-08,10217,2,S18_2432,Trucks and Buses,60,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,35,61.38,2148.3,Shipped
2022-02-04,2022-02-08,10217,5,S18_4600,Trucks and Buses,121,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,38,100,4509.08,Shipped
2022-02-04,2022-02-08,10217,1,S24_2300,Trucks and Buses,127,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,28,100,3148.88,Shipped
2022-02-04,2022-02-08,10217,3,S32_1268,Trucks and Buses,96,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,21,100,2244.9,Shipped
2022-02-04,2022-02-08,10217,7,S32_3522,Trucks and Buses,64,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,39,62.05,2419.95,Shipped
2022-02-04,2022-02-08,10217,6,S700_2824,Classic Cars,101,1006788,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Tony,31,88,2728,Shipped
2022-02-08,2022-02-12,10376,1,S12_3380,Classic Cars,117,1006803,Boards & Toys Co.,Glendale,USA,NA,Young,Dean,35,100,3987.2,Shipped
2022-02-09,2022-02-13,10377,5,S12_3990,Classic Cars,79,1006739,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,24,67.83,1627.92,Shipped
2022-02-09,2022-02-13,10377,1,S12_4675,Classic Cars,115,1006739,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,50,100,5182,Shipped
2022-02-09,2022-02-13,10377,2,S18_1129,Classic Cars,141,1006739,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,35,100,5895.05,Shipped
2022-02-09,2022-02-13,10377,4,S18_1889,Classic Cars,77,1006739,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,31,67.76,2100.56,Shipped
2022-02-09,2022-02-13,10377,6,S18_1984,Classic Cars,142,1006739,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,36,100,4352.76,Shipped
2022-02-09,2022-02-13,10377,3,S18_3232,Classic Cars,169,1006739,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,39,100,7265,Shipped
2022-02-10,2022-02-14,10219,2,S12_4473,Trucks and Buses,118,1006805,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Thomas,48,100,4891.68,Shipped
2022-02-10,2022-02-14,10219,1,S18_2238,Classic Cars,163,1006805,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Thomas,43,100,8449,Shipped
2022-02-10,2022-02-14,10219,3,S24_2840,Classic Cars,35,1006805,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Thomas,21,40.31,846.51,Shipped
2022-02-10,2022-02-14,10219,4,S32_2509,Trucks and Buses,54,1006805,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Thomas,35,55.19,1931.65,Shipped
2022-02-10,2022-02-14,10378,5,S18_1589,Classic Cars,124,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,34,42.64,1449.76,Shipped
2022-02-10,2022-02-14,10379,2,S18_1749,Vintage Cars,170,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,39,100,5399.55,Shipped
2022-02-10,2022-02-14,10379,1,S18_2248,Vintage Cars,60,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,27,49.3,1331.1,Shipped
2022-02-10,2022-02-14,10379,5,S18_2870,Classic Cars,132,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,29,100,5127.2,Shipped
2022-02-10,2022-02-14,10378,4,S18_3278,Classic Cars,80,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,22,100,2464,Shipped
2022-02-10,2022-02-14,10378,10,S18_3482,Classic Cars,146,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,43,96.49,4149.07,Shipped
2022-02-10,2022-02-14,10379,4,S18_3685,Classic Cars,141,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,32,70.83,2266.56,Shipped
2022-02-10,2022-02-14,10378,9,S18_3782,Motorcycles,62,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,28,100,4609.64,Shipped
2022-02-10,2022-02-14,10378,8,S18_4721,Classic Cars,148,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,49,67.14,3289.86,Shipped
2022-02-10,2022-02-14,10379,3,S24_1628,Classic Cars,50,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,32,100,3970.56,Shipped
2022-02-10,2022-02-14,10378,7,S24_2972,Classic Cars,37,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,41,100,5856.85,Shipped
2022-02-10,2022-02-14,10378,6,S24_3371,Classic Cars,61,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,46,41.54,1910.84,Shipped
2022-02-10,2022-02-14,10378,3,S24_3856,Classic Cars,140,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,33,53.27,1757.91,Shipped
2022-02-10,2022-02-14,10378,2,S24_4620,Classic Cars,80,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,41,100,4894.17,Shipped
2022-02-10,2022-02-14,10378,1,S32_2206,Motorcycles,40,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,40,82.46,3298.4,Shipped
2022-02-11,2022-02-15,10105,2,S10_4757,Classic Cars,136,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,50,100,7208,Shipped
2022-02-11,2022-02-15,10105,15,S12_1108,Classic Cars,207,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,41,100,8690,Shipped
2022-02-11,2022-02-15,10105,14,S12_3891,Classic Cars,173,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,29,100,4566.05,Shipped
2022-02-11,2022-02-15,10105,11,S18_3140,Vintage Cars,136,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,22,100,3065.04,Shipped
2022-02-11,2022-02-15,10105,13,S18_3259,Trains,100,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,38,100,4330.1,Shipped
2022-02-11,2022-02-15,10105,10,S18_4522,Vintage Cars,87,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,41,82.5,3382.5,Shipped
2022-02-11,2022-02-15,10105,9,S24_2011,Ships,122,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,43,100,6341.21,Shipped
2022-02-11,2022-02-15,10105,4,S24_3151,Vintage Cars,88,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,44,72.58,3193.52,Shipped
2022-02-11,2022-02-15,10105,1,S24_3816,Vintage Cars,83,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,50,79.67,3983.5,Shipped
2022-02-11,2022-02-15,10105,5,S700_1138,Ships,66,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,41,70.67,2897.47,Shipped
2022-02-11,2022-02-15,10105,12,S700_1938,Ships,86,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,29,70.15,2034.35,Shipped
2022-02-11,2022-02-15,10105,3,S700_2610,Ships,72,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,31,65.77,2038.87,Shipped
2022-02-11,2022-02-15,10105,6,S700_3505,Ships,100,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,39,81.14,3164.46,Shipped
2022-02-11,2022-02-15,10105,7,S700_3962,Ships,99,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,22,100,2556.18,Shipped
2022-02-11,2022-02-15,10105,8,S72_3212,Ships,54,1006771,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Daniel,25,56.78,1419.5,Shipped
2022-02-12,2022-02-16,10220,2,S12_1108,Classic Cars,207,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,32,100,7181,Shipped
2022-02-12,2022-02-16,10220,3,S12_3148,Classic Cars,151,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,30,100,4713.6,Shipped
2022-02-12,2022-02-16,10220,1,S12_3891,Classic Cars,173,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,27,100,5045.22,Shipped
2022-02-12,2022-02-16,10220,5,S18_4027,Classic Cars,143,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,50,100,8258,Shipped
2022-02-12,2022-02-16,10220,8,S24_1444,Classic Cars,57,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,26,56.07,1457.82,Shipped
2022-02-12,2022-02-16,10220,7,S24_4048,Classic Cars,118,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,37,100,5032.74,Shipped
2022-02-12,2022-02-16,10220,6,S32_3207,Trains,62,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,20,52.82,1056.4,Shipped
2022-02-12,2022-02-16,10220,9,S50_1392,Trucks and Buses,115,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,37,100,3983.05,Shipped
2022-02-12,2022-02-16,10220,4,S50_1514,Trains,58,1006798,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,30,68.54,2056.2,Shipped
2022-02-16,2022-02-20,10380,13,S18_1342,Vintage Cars,102,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,27,93.16,2515.32,Shipped
2022-02-16,2022-02-20,10380,10,S18_2325,Vintage Cars,127,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,40,100,4931.6,Shipped
2022-02-16,2022-02-20,10380,8,S18_2795,Vintage Cars,168,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,21,47.18,990.78,Shipped
